apkNum,totalPkts,totalPktSize,totalBytesIn,medPktsIn,medPktsOut,avgPktsIn,avgPktSize,maxOutPktSize,ratioNumPkts,minTimeOut,minTimeIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgSizepktFlowTCPOut,Result
0-com.StripeCloud.LongTailedSibiaAudioSound,226,170316,24633,52.0,1452.0,286.43,0.0,4306,0.61,0.0,0.03,0.07,1.27,1446.47,0
1-com.gorlife.forest,852,375874,146830,60.0,149.0,336.77,0.0,5724,1.04,0.0,0.0,18.49,0.51,412.78,1
0-gnhub.ecommerceapp.vandvshop,251,78745,15894,156.0,742.0,296.48,0.02,1377,3.28,0.07,0.07,0.75,1.03,342.01,0
1-com.cherbib.hejer.astucescheveux,3255,1585927,490870,113.0,1039.0,634.7,0.0,9952,2.12,0.14,0.04,34.05,0.8,672.78,1
1-com.test.bikini_girls2,2454,1387186,242317,52.0,1414.0,197.97,0.0,5652,0.98,0.03,0.0,43.59,0.9,1052.6,1
1-love.test.pack,1137,492378,183300,60.0,141.0,306.01,0.0,4252,1.1,0.03,0.0,0.38,0.46,399.55,1
0-com.beauty.parlour.makup,2938,1871668,223840,52.0,1450.0,169.45,0.0,4396,0.82,0.01,0.0,4.8,0.95,1121.29,0
0-nl.firstelement.ibi,66,19301,5379,60.0,99.5,149.42,0.0,1351,1.2,0.18,0.0,0.25,0.33,170.72,0
0-com.mamosoft.rainnwallpapers,205,161902,18198,52.0,1470.0,239.45,0.0,2888,0.59,0.0,0.01,0.08,1.23,1452.83,0
1-com.gardenamazinglivewallpaper.flo,478,173859,60698,60.0,141.0,238.03,0.0,4209,1.14,0.0,0.16,28.09,0.33,276.93,1
1-com.antonio.wallpaper.rabbitwallpaper,1165,423159,173801,52.0,69.0,288.23,0.0,7142,1.06,0.0,0.07,0.01,0.5,326.01,1
1-com.rakesh.color.princess,732,321306,111897,60.0,226.0,294.47,0.0,4252,1.07,0.01,0.0,13.09,0.44,385.36,1
0-com.contact_rskgroups.MLM_AD,2159,1370569,177294,60.0,1278.0,183.72,0.0,5734,0.81,0.02,0.0,2.93,0.68,745.99,0
1-com.Kingloft.LovelyPhotoFrames,1784,857487,178140,52.0,569.0,196.62,0.0,4252,1.01,0.0,0.7,1.54,0.48,502.58,1
1-com.mercury.ramadan,1034,434691,154841,60.0,121.0,292.15,0.0,5652,1.02,0.0,0.0,9.37,0.44,346.64,1
1-com.prraudapp.drawingapps,50,30938,9409,69.0,1274.0,409.09,0.0,1278,0.79,0.0,0.0,0.02,0.5,0.5,1
0-com.uniconsulta.app,112,48052,7145,104.0,581.5,193.27,0.02,1522,2.13,0.36,0.14,0.24,1.02,966.17,0
0-com.exodus.myloveidol,6039,4820033,204983,64.0,1500.0,72.2,0.0,1222,0.89,0.04,0.0,0.05,0.7,1026.53,0
1-com.centsol.propakistani,4,938,938,404.0,404.0,234.5,0.0,404,1.0,12.09,12.09,4.89,0.26,28.12,1
0-com.appybuilder.aakashking59.HoliApk,29,5530,2977,70.5,52.0,212.64,0.01,1470,0.93,0.09,0.04,0.5,0.69,167.46,0
0-keyboard.theme.k820005760,50,11552,3827,120.0,191.0,236.51,0.02,1563,2.77,0.03,0.03,0.7,0.8700000000000001,547.52,0
0-com.gannett.dolly.SunDevils,707,412941,49279,104.0,1423.0,323.89,0.0,4340,1.88,0.03,0.1,0.86,1.14,1023.24,0
1-com.androblack.uberlowerabsexercises,830,384329,154783,61.0,211.0,356.64,0.0,4252,1.09,0.03,0.0,44.48,0.36,282.18,1
1-com.boa.waterfarttone,1154,466292,183716,61.0,109.0,303.66,0.0,5844,1.08,0.0,0.0,7.88,0.45,315.75,1
1-com.krishna.radha.lord.god.temple.freedownload,789,353243,138320,60.0,148.5,342.38,0.0,4252,1.03,0.0,0.13,0.53,0.42,337.24,1
0-air.com.compasspub.EssentialEnglishWords2nd3,6686,5185215,219673,104.0,2970.0,139.77999999999997,0.0,2373,1.88,0.05,0.1,0.05,2.49,3634.25,0
1-com.squaresdesigns.xlcontactexport,845,361485,135399,60.0,163.0,304.27,0.0,4252,1.11,0.0,0.0,8.47,0.47,427.85,1
1-com.dhruv.smssync,197,87224,24113,63.0,550.0,229.65,0.0,1278,1.08,9.68,9.68,17.65,0.5,576.88,1
0-com.hawk.android.browser,338,106211,24231,120.0,158.0,191.82,0.02,1538,2.05,0.01,0.01,0.23,0.7,394.1,0
1-com.kadam.fungame.Betheslayer,2941,613079,305767,60.0,52.0,191.94,0.0,1452,1.15,9.74,9.82,0.03,0.21,43.54,1
0-com.drive.way.app,250,71343,23151,156.0,265.0,399.4500000000001,0.02,1969,3.36,0.11,0.06,0.75,1.08,292.29,0
1-z28soft.natslwp,742,344938,147167,61.0,149.0,377.35,0.0,4252,1.11,0.0,0.05,35.92,0.43,368.12,1
1-com.richeyits.learningsimplewords1,792,363666,137817,61.0,184.0,335.32,0.0,4252,1.06,0.0,0.01,66.35,0.41,347.4,1
1-com.book.mbpl.thebookofreligionbydeliveranceandrenunciation1,26,2810,1813,52.0,76.0,120.87,0.01,404,1.0,5.2,5.2,0.25,0.33,13.93,1
1-com.danielka.android.apps.hairstylesbook,842,365616,126761,60.0,148.0,297.56,0.0,5652,1.01,0.0,0.0,3.5,0.41,336.31,1
0-com.vha3.tamilcomedy,678,201385,58624,98.0,134.0,299.84,0.0,3559,2.24,0.03,0.01,78.82,0.71,461.13,0
1-com.YaseenTra.MonthsOrientalCuisine,1854,1149786,216040,52.0,1278.0,251.21,0.0,4252,0.86,0.03,0.0,27.47,0.75,876.02,1
1-com.olicious.englishthai5,5227,794361,523057,60.0,52.0,194.66,0.01,4252,1.06,0.0,0.08,5.25,0.33,41.76,1
0-com.hiroba.whichlogo,238,170603,22689,52.0,1452.0,243.97,0.0,2888,0.64,0.0,0.0,0.06,1.08,1263.0,0
0-com.libsys.lsnet,33,7148,2616,118.0,176.5,293.8,0.02,1265,1.83,0.07,0.0,1.0,1.14,365.41,0
0-it.stany.gravitysprint,4217,3447204,142277,52.0,1470.0,82.67,0.0,1470,0.69,0.03,0.0,0.02,0.85,1193.02,0
1-com.ringtones.CrayonRingtonesmd,988,484971,169939,61.0,334.0,331.27,0.0,5652,1.0,0.03,0.0,38.82,0.46,392.42,1
1-com.future.game.fianceerun,620,231176,94680,61.0,120.5,283.47,0.0,1452,1.16,0.93,0.0,7.6,0.35,270.31,1
0-com.eventmobi.multieventapp.meaidecc5106d958f49028aa96d46f8d5d3c2,10228,9552399,558743,104.0,1552.0,197.88,0.02,1534,1.62,0.04,0.08,299.58,1.52,1842.7,0
0-com.navitime.local.navitime,338,118173,43677,52.0,81.0,259.98,0.0,2960,0.99,0.0,0.0,0.05,0.61,382.31,0
0-com.ls1206843,186,83932,11488,52.0,298.0,132.05,0.0,1470,0.88,0.0,0.0,0.12,0.6,553.07,0
0-com.mgc.Miami.ViceTown,18,1027,625,112.0,80.0,124.9,0.04,166,3.08,0.43,0.38,1.0,1.08,27.08,0
0-jp.komakuro.book775,288,195074,33240,52.0,1470.0,248.06,0.0,2888,0.87,0.0,0.0,4.06,1.21,1592.08,0
1-com.Christmas.bubbless,20272,2398621,1904205,60.0,52.0,183.08,0.01,468,1.05,0.0,0.03,0.5,0.25,12.11,1
1-Simple.Connect.Four,463,168348,58736,60.0,125.0,239.74,0.0,4209,1.07,0.0,0.06,0.01,0.37,300.33,1
1-com.boa.oldschoolphonebutton,685,301382,107790,60.0,141.5,310.63,0.0,5652,0.99,0.0,0.02,0.01,0.4,342.1,1
0-com.z4n9q2f9l4p0de58ws54.z4ndeportse02,168,31564,13192,133.5,145.0,226.06,0.02,1221,1.84,0.05,0.05,0.14,1.63,317.64,0
0-org.tigraliveanimations.tigralive,455,226000,57792,52.0,437.5,256.85,0.0,2888,0.98,0.0,0.0,0.04,0.73,727.48,0
1-foru.tourism.Hyderabad,34,14988,10704,404.0,128.0,535.2,0.0,1452,1.05,0.0,0.0,7.78,0.5,38.0,1
1-com.bazeniancode.drozindonesia,15,1358,405,52.0,52.0,135.0,0.01,313,0.25,0.0,0.0,0.25,0.14,3.79,1
1-com.andriodhardcore.game.puzzlemilitar,794,373483,129192,60.0,272.0,314.34,0.0,4252,1.07,0.0,0.0,21.97,0.38,331.82,1
1-org.sevenapp.bangladeshconstitutionbangla,4,908,868,404.0,404.0,289.33,0.0,404,1.0,6.32,6.32,0.5,0.5,0.5,1
0-com.ropedash,87,22984,7267,112.0,149.0,214.84,0.01,887,4.3100000000000005,0.0,0.0,1.08,1.41,371.0,0
0-com.light.ball,339,195636,34994,104.0,1707.0,497.33,0.0,2350,1.81,0.04,0.08,0.08,0.9,653.16,0
0-com.akshay_anand6.Amazing_Mind_Reading_Tricks,288,177962,20920,52.0,1470.0,171.48,0.0,1470,0.73,0.0,0.0,0.05,0.53,567.82,0
0-com.blackboard.community.manatee,1489,1047214,117245,52.0,1470.0,171.91,0.0,1278,0.85,0.02,0.0,38.78,0.55,745.97,0
0-firefighter.com,3452,2679566,95133,40.0,1500.0,71.37,0.0,2888,0.63,0.0,0.0,0.05,1.13,1379.61,0
1-dln.petaculs.amigos,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
1-com.appsministry.litres.book6192633,4087,3496671,234240,52.0,1500.0,154.0,0.0,5652,0.58,0.03,0.0,9.79,1.39,1953.57,1
0-com.diarywhitlock.note.diary,296,216246,57564,52.0,1470.0,449.72,0.0,4306,0.76,0.05,0.0,0.06,1.27,1334.09,0
0-com.rainbow.roses.wallapp,295,196424,45283,186.0,1556.0,1309.06,0.01,11518,2.31,0.11,0.0,2.0700000000000003,2.29,1351.1,0
0-com.jb.gosms.theme.richthemes_storm,2,104,52,52.0,52.0,52.0,0.02,52,1.0,0.0,0.14,1.25,0.5,0.5,0
0-com.app.viet.bcen,297,220794,62628,52.0,1278.0,539.9,0.0,5881,0.64,0.05,0.0,0.08,0.98,830.58,0
1-com.colortime.coloring.weathercoloring,116,55671,25650,91.0,121.0,434.75,0.0,2852,1.0,0.06,0.0,91.42,1.0,690.22,1
1-com.blogspot.androidresearch.robotdefence,27,7260,2974,62.0,71.0,185.88,0.0,978,1.23,11.69,11.69,0.25,0.38,257.38,1
1-com.appsministry.litres.book3261135,1861,1217358,210851,52.0,1452.0,250.71,0.0,4306,0.82,0.0,0.02,1.5,0.75,874.67,1
0-air.com.netfunmedia.princesscakemaker,33,12483,1964,60.0,613.5,115.53,0.0,569,1.06,0.03,0.0,0.5,1.1,928.7,0
1-in.componence.tga,52,33229,11373,254.5,1276.0,473.88,0.0,1278,0.8,30.72,30.72,52.42,0.45,398.84,1
0-com.lavaflashlight.torchlight,322,191021,32522,135.5,1522.0,304.89,0.01,2979,1.77,0.04,0.0,0.12,1.83,624.75,0
0-com.heimavista.magicsquare.app66,20,1040,564,128.0,80.0,125.6,0.04,152,1.83,0.1,0.0,8.28,1.42,40.42,0
0-com.ADAK.carrom_master3d,456,255651,55852,228.0,1613.0,1119.62,0.0,8664,2.58,0.07,0.19,1.09,2.9399999999999995,2462.78,0
0-com.logical.snake,1162,898079,56322,193.5,1611.0,639.75,0.0,4166,2.58,0.04,0.02,2.12,1.85,1347.63,0
0-com.besttopfreegames.modern.counter.kill.shot,555,286065,84678,52.0,322.0,321.97,0.0,5652,0.9,0.0,0.0,0.04,0.48,446.34,0
1-com.panoramicosfondos,886,400024,171963,61.0,137.0,372.21,0.0,5652,1.08,0.03,0.0,102.63,0.51,440.38,1
1-miao.app.KidTwoEnglishVocabForEnglish,971,469073,138720,52.0,347.0,275.79,0.0,5652,1.03,0.01,0.0,0.49,0.56,561.46,1
1-com.unmai.channel,778,337141,134354,60.0,125.0,335.05,0.0,4306,1.06,0.0,0.0,8.75,0.37,282.3,1
1-com.adrspo95.texttospeechsynthesizer,2052,967462,254750,52.0,348.0,244.95,0.0,4306,1.03,0.0,0.0,39.76,0.55,548.09,1
0-com.app.wilmaewestattorneys,78,23383,6256,199.0,690.5,507.69999999999993,0.02,2874,2.64,0.03,0.95,1.16,1.71,945.22,0
0-myiguest.ecolodges,5879,4458355,171717,52.0,1500.0,61.86,0.0,1500,0.89,0.0,0.0,0.1,0.79,1144.36,0
0-classic.keyboard.theme,29,11694,3834,60.5,198.0,273.86,0.0,1480,0.93,0.0,0.7,0.5,0.75,581.25,0
0-air.igy.norelbyan.A5,1327,808543,112156,52.0,1278.0,184.77,0.0,2888,0.84,0.0,0.0,3.13,0.59,664.21,0
1-com.pplrapps.loudersound,584,161476,130567,83.0,52.0,466.31,0.0,5652,0.92,0.0,0.37,0.17,0.34,38.49,1
0-smallhubsgabrielle.portable_taiziruiyingben,233,172176,24158,1522.0,1522.0,1065.09,0.0,7194,1.34,0.06,0.0,0.14,2.81,1372.69,0
1-com.inlko.android.fallingleafs,5494,1273847,692761,60.0,52.0,248.48,0.0,5652,1.03,0.0,0.16,40.25,0.38,116.1,1
0-com.echurchapps.hpbcaustin,2012,1470090,62682,40.0,1500.0,72.63,0.0,1470,0.75,0.0,0.0,0.02,0.83,1041.07,0
0-com.topactiongames.gunner.battle.city.war,415,216226,40375,52.0,756.5,218.24,0.0,2888,0.8,0.0,0.0,0.05,0.52,509.38,0
1-com.hzb.sbyslf,909,390029,149799,60.0,149.0,318.04,0.0,7052,1.08,0.03,0.0,0.77,0.42,315.77,1
0-com.amusingapps.babyhipposalon,326,186209,34093,52.0,928.0,222.83,0.0,2852,0.88,0.05,0.0,0.01,1.06,1292.37,0
1-com.joot.drop,2001,738066,287522,60.0,125.0,285.24,0.0,5652,1.01,0.0,0.05,48.33,0.33,264.87,1
0-com.fzy.immortal.gods.real.superhero.fighting.games.tekken,9841,8306940,342505,128.0,3000.0,174.31,0.0,4338,1.62,0.17,0.04,0.27,1.6,2314.08,0
1-com.keithcraft.girlcoloring,1130,522779,167481,52.0,267.5,286.29,0.0,7052,1.04,0.05,0.0,52.25,0.53,507.45,1
0-com.wtv.android,54,10037,9948,177.0,178.0,661.13,0.01,2556,11.33,0.0,0.0,7.76,0.2,0.2,0
1-pawelz.Apps.Numbers.Generator,5098,772437,501756,60.0,52.0,192.02,0.01,4209,1.05,0.0,0.0,10.43,0.36,45.47,1
0-com.til.ooty_guide,84,23677,5707,52.0,120.0,132.72,0.0,655,1.05,0.0,0.0,0.12,0.33,278.94,0
1-com.funnybiz.superslots,83,42103,21151,90.0,148.0,470.02,0.0,2100,1.0,0.02,0.0,26.56,1.67,765.0,1
0-com.mobigames.cardstatus,252,182991,35237,52.0,1470.0,332.42,0.0,2888,0.73,0.02,0.0,0.05,0.55,523.93,0
1-com.good.sleeper,112,19902,8832,52.0,52.0,138.0,0.01,1470,1.19,1.06,0.0,0.12,0.33,149.02,1
1-com.toad.big.ben.live.wallpaper,870,382386,148670,60.0,149.0,317.67,0.0,5652,1.08,0.0,0.07,22.91,0.41,336.83,1
1-com.medspand.dimedsp,1108,470901,196239,60.0,90.0,337.18,0.0,5724,1.1,0.04,0.0,0.64,0.38,296.29,1
1-com.antrix.keyboards.flowers,721,342206,138039,60.0,208.0,364.22,0.0,5652,1.08,0.03,0.0,52.48,0.39,341.88,1
0-com.adobe.creativeapps.sketch,1504,896029,96359,220.0,2242.0,1167.3000000000004,0.0,8776,2.4800000000000004,0.08,0.0,0.2,2.49,1592.11,0
0-com.gamespire.photonstrike,449,207749,45716,104.0,703.0,484.0,0.0,2742,2.01,0.36,0.04,3.74,0.92,835.29,0
1-com.hsj.bcae16,6219,1169568,626493,60.0,52.0,193.3,0.01,4252,1.08,0.0,0.01,4.42,0.32,85.7,1
0-com.fliphtml5.app.GunjanCursiveWriting2,88,40578,13307,69.0,232.5,316.83,0.0,1278,0.91,0.0,0.0,56.58,0.64,381.36,0
0-com.BestWoodenPalletProjects.Auf,312,202808,26438,52.0,1470.0,194.4,0.0,2888,0.77,0.0,0.0,3.68,0.71,863.26,0
0-com.andromo.dev529694.app553705,4209,2725755,171681,183.5,1560.0,176.19,0.01,4509,4.98,0.08,0.06,0.04,2.68,958.21,0
1-com.boa.megafartbutton,13,2038,1345,358.5,52.0,224.17,0.01,404,0.55,1.69,1.69,0.25,1.5,65.25,1
1-com.livewallpapers.funnyskull3d,5506,812771,541322,60.0,52.0,190.2,0.01,4209,1.07,0.0,0.0,2.8,0.32,40.13,1
0-com.madhyamam.mediaonelive,1033,311574,155233,60.0,60.0,270.91,0.0,1470,1.25,0.03,0.0,142.64,0.21,171.95,0
0-com.lovlund.missilluminate,78,24667,9863,114.0,163.0,321.64,0.02,1522,1.81,0.07,0.0,0.34,0.76,321.97,0
1-com.jb.gosms.theme.themesarchitect.pinkzebra,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
0-com.usujuegos.usumus,316,160766,34524,52.0,1043.0,210.51,0.0,1452,1.08,0.0,0.08,75.94,0.54,571.58,0
0-theme.typany.u7000000168,328,182927,35665,52.0,1452.0,225.73,0.0,2888,0.93,0.0,0.0,0.05,0.53,500.29,0
1-com.xmasamazinglivewallpaper.ny,918,383219,148796,52.0,103.0,311.29,0.0,5652,1.07,0.02,0.0,13.33,0.39,274.49,1
0-cf.river.android.client,8,521,266,52.0,60.0,53.2,0.02,62,1.0,0.0,0.0,0.5,0.17,0.17,0
1-com.blogspot.zandroidgame.nuclearfission,1117,558250,171633,52.0,395.0,303.24,0.0,5652,0.98,0.02,0.0,6.24,0.58,518.89,1
0-air.com.innogames.grepolis,193,62610,18420,52.0,116.5,182.38,0.0,1369,1.1,0.03,0.0,0.07,0.51,361.67,0
1-com.autoimmagini.toyotaprius,220,26850,21667,60.0,52.0,173.34,0.01,639,1.29,0.0,0.48,0.5,0.25,11.5,1
0-com.jo.AeroplanePark3,267,165237,17434,104.0,1510.0,229.2,0.02,4389,1.51,0.05,0.01,0.12,1.44,884.43,0
0-com.citadel.sascoc,15,1001,465,52.0,52.0,66.43,0.01,98,0.88,0.0,0.11,0.5,0.5,19.62,0
1-com.twister.livewallpaper,679,269484,121772,61.0,88.0,326.47,0.0,4252,1.1,0.03,0.0,22.03,0.37,292.67,1
0-com.prayallah.kaswatalkouloub,5267,4492561,195433,52.0,1448.0,95.94,0.0,2888,0.63,0.0,0.0,9.37,0.83,1167.51,0
0-com.miyapp.guide.StickWarLegacy.apps,221,164799,20862,52.0,1470.0,239.79,0.0,4252,0.65,0.0,0.03,0.07,0.69,757.41,0
0-com.pikasapps.chopperwallpapershd,330,200258,45590,61.0,1278.0,321.06,0.0,2888,0.76,0.0,0.04,29.05,0.86,996.43,0
1-com.tist.azza.FantasyGreatLiveWallpapers,794,348736,125434,60.0,205.0,301.52,0.0,2852,1.09,0.03,0.0,0.46,0.4,335.66,1
0-com.securifi.almondplus,28,6915,4007,74.0,70.5,286.21,0.0,1470,1.0,0.0,0.15,0.25,0.54,168.62,0
1-com.MobiSoft.songs.mejdaroumi2,10,3425,2992,358.5,381.0,374.0,0.0,1452,1.14,1.36,1.36,0.5,0.29,39.43,1
1-com.appsministry.litres.book6504518,79,37471,10780,69.0,525.0,269.5,0.0,1452,0.98,0.97,0.97,0.04,0.74,593.78,1
0-com.anadolu.kirmizigul,779,475577,57446,115.0,1523.0,382.41,0.01,4166,1.81,0.0,0.0,40.92,1.08,813.51,0
0-spt.w0pw0p.strongholdvpn.ph,4,266,185,60.0,81.0,61.67,0.02,65,3.0,0.11,0.0,0.5,1.0,1.0,0
0-com.thunkable.android.aripraconsulting.Akunau_Netherlands,1688,1633461,32350,52.0,1470.0,54.19,0.0,98,0.55,0.0,0.0,9.01,0.42,609.92,0
1-com.laligahimnos,15662,13647074,851064,69.0,1278.0,180.92,0.0,7052,0.43,0.0,0.01,5.26,0.53,551.85,1
0-com.timuzgames.counterterrorstrike,14295,11799670,476494,64.0,1480.0,77.73,0.0,2868,0.75,0.03,0.0,7.65,0.54,774.81,0
1-com.hsj.bebook15,1069,475378,191033,61.0,105.0,336.92,0.0,4306,1.11,0.03,0.0,61.71,0.4,315.95,1
1-com.boa.windtone,609,230007,111154,63.0,78.5,338.88,0.0,2852,1.12,0.03,0.0,142.95,0.27,203.94,1
0-com.sharefaith.sfchurchapp_207fdf5618fb828d,3283,3234128,68600,52.0,1500.0,60.98,0.0,726,0.52,0.05,0.0,0.1,0.99,1466.1,0
1-com.goapps.app2,805,320090,84483,52.0,309.0,195.56,0.0,4209,1.15,0.0,0.01,11.41,0.41,380.53,1
0-com.yamtar.slingerrpgsim,6527,5587467,216914,64.0,1500.0,76.57,0.0,2888,0.77,0.03,0.0,21.97,0.93,1370.92,0
1-com.gooutnplay.weedlivewallpaper,104,16637,6507,52.0,52.0,116.2,0.01,1470,1.12,0.79,0.86,0.25,0.32,124.17,1
1-horse.racing.app1,1082,463260,148455,60.0,197.0,267.97,0.0,5724,1.04,0.0,0.0,10.38,0.46,394.28,1
0-com.mmbox.browser,3404,2889441,150053,143.5,1359.0,403.04,0.0,2542,1.29,0.03,0.0,7.03,1.1800000000000002,828.03,0
1-com.blackube.wadithiab,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
1-com.richeyits.learningenglish1,780,354611,137698,60.0,149.0,343.39,0.0,2888,1.04,0.05,0.0,15.74,0.34,256.97,1
1-com.bukuoryzaee.another5,4,912,860,404.0,404.0,286.67,0.0,404,1.0,0.0,0.11,0.5,0.5,0.5,1
1-com.app.USCalendarOnly2014,921,371865,139748,60.0,113.0,292.36,0.0,4252,1.07,0.0,0.0,0.01,0.47,363.14,1
0-selfdefense.defensapersonal.autoproteccion,250,122591,58017,147.0,209.0,807.5699999999998,0.0,4166,2.1100000000000003,0.14,0.15,115.34,1.6,1184.05,0
0-com.CogentEducation.ICCellRespiration,606,248349,129922,159.5,317.5,759.74,0.0,2940,2.12,0.03,0.1,127.84,0.72,515.09,0
0-com.lsgames.gotostreet,9445,8142628,331291,52.0,1500.0,87.67,0.0,4306,0.67,0.06,0.0,11.19,0.98,1418.78,0
0-com.alexisapp.akvariumduvar,243,164523,20991,52.0,1470.0,172.06,0.0,2888,1.01,0.14,0.09,0.08,1.07,1338.96,0
0-com.BreakfastPotatoesRecipes.FirdausStudio,195,160426,18487,52.0,1470.0,253.25,0.0,2888,0.6,0.0,0.0,0.07,0.9,1097.72,0
1-com.asciismsck,1047,458464,187454,60.0,118.5,333.55,0.0,5652,1.09,0.03,0.0,54.68,0.45,372.57,1
0-com.designhomehydroponics.UrduApps,595,351924,63715,52.0,1278.0,231.69,0.0,1470,0.86,0.02,0.0,56.12,0.74,833.87,0
1-p.android3,85,46514,10252,61.0,1278.0,250.05,0.0,1278,0.89,11.9,11.9,45.23,0.86,665.71,1
1-com.pasion,73,32662,19673,117.0,67.0,517.71,0.0,4306,0.97,0.0,0.0,118.48,1.25,561.08,1
1-com.galaticdroids.dontGetMad,1108,543379,153379,52.0,347.0,278.36,0.0,4252,0.97,0.03,0.0,16.34,0.53,507.35,1
0-com.fortis.yungo,1126,588572,74108,52.0,1224.0,141.16,0.0,1470,0.87,0.33,0.0,62.43,0.82,893.82,0
1-com.game7.fruitsblast,645,286276,106270,52.0,130.0,318.17,0.0,4252,1.05,0.03,0.0,9.6,0.35,316.13,1
0-com.edgemontsystems.generalaviationa,29,5426,3064,63.0,107.0,204.27,0.01,1274,1.07,0.05,0.0,0.02,0.83,1041.07,0
0-com.sareephotoeditor.highquality,486,248101,53949,1698.0,1599.0,1630.6699999999996,0.03,6387,4.34,0.1,0.11,144.75,3.3599999999999994,1376.28,0
1-gint.wubaiba.youji,11355,1397032,1091573,60.0,52.0,189.12,0.01,1452,1.03,0.03,0.0,0.02,0.29,15.02,1
1-com.gamedragon.flygame.foodmatchs,30,2218,537,199.5,52.0,134.25,0.01,313,0.14,6.83,6.78,0.5,0.21,8.71,1
1-kibbo.soft.CandleBattery,8,2803,2803,350.5,350.5,350.38,0.0,1452,1.0,15.52,15.52,0.5,1.33,146.67,1
0-com.emdev.australiapuzzle,216,170021,21803,52.0,1470.0,256.51,0.0,4306,0.65,0.02,0.0,0.07,0.74,898.65,0
0-com.lomolsoft.learn.thaidict,1620,1166349,101314,61.0,1278.0,167.46,0.0,2888,0.6,0.03,0.0,6.15,0.57,657.48,0
0-com.reseptongsengkambingtanpasantanbumbusederhanagurih.resepkulinernusantara.mesotheliomalawfirm,292,211155,44631,1595.0,1578.0,1587.27,0.0,7246,2.49,0.08,0.0,0.33,3.43,1860.69,0
1-com.MarioFerreira.DancingBabyLWP,6,1065,888,404.0,404.0,222.0,0.01,404,1.0,0.0,0.0,0.5,0.25,0.25,1
0-com.zone.talking.pets.chihuahua,5578,4709474,220148,116.0,1847.0,397.9,0.0,5333,1.41,0.0,0.0,10.41,1.62,1925.15,0
0-org.moducation.aiimstestseries,134,38092,13728,193.5,352.5,656.03,0.0,3923,2.88,0.13,0.08,2.17,1.89,702.19,0
0-com.masaratapp.feelic,81,21837,7032,56.0,83.0,167.43,0.0,1139,1.08,0.05,0.0,0.5,0.64,349.69,0
0-com.casualgames.CandyCrunch,502,314702,51266,52.0,1452.0,219.09,0.0,2888,0.87,0.02,0.0,0.03,0.96,1154.63,0
1-com.liuyanfenjaggar.leaf,119,19444,6888,52.0,62.0,109.33,0.01,1452,1.09,0.0,0.09,0.25,0.29,119.94,1
0-com.stevenjou.popstar,236,166349,18435,52.0,1470.0,194.05,0.0,2888,0.67,0.02,0.0,0.05,0.75,839.67,0
0-com.jinaju.koreanword,5606,4641943,195279,161.0,1589.0,165.88,0.01,1559,1.83,0.0,0.0,0.08,1.46,2149.12,0
0-gems.forcoc,39,12024,8437,85.0,64.0,421.85,0.0,1278,1.05,0.02,0.0,0.04,1.0,41.8,0
0-com.airealmobile.osllincoln_919,129,39182,13264,52.0,111.0,197.97,0.0,1470,1.08,0.0,0.0,0.17,0.3,229.16,0
1-com.krishnapacapps.wallpaper,4,912,860,404.0,404.0,286.67,0.0,404,1.0,26.0,26.1,0.5,0.5,0.5,1
1-com.mobiside.android.bubbles,69,33428,8461,61.0,876.5,256.39,0.0,1278,0.87,0.0,0.14,1.29,0.2,80.6,1
0-net.international_friends.app,3193,2508727,165184,73.0,1228.0,199.26,0.0,1470,0.35,0.02,0.0,7.62,0.8,746.64,0
0-com.appybuilder.gnomolab.DABRadioNorge,1009,658315,406569,152.0,52.0,943.32,0.0,5781,0.75,0.0,0.0,0.05,0.69,244.07,0
1-app.tresette,787,358498,149373,60.0,149.0,366.11,0.0,5652,1.07,0.0,0.05,87.77,0.45,372.47,1
1-com.Puzzle.Dinosaurs2,836,365266,141960,60.0,137.0,327.85,0.0,4306,1.06,0.0,0.06,5.81,0.4,307.84,1
1-com.bukuoryzaee.aromanticstoryaboutserena,966,407461,112074,52.0,334.0,221.93,0.0,2852,1.1,0.02,0.0,1.33,0.39,361.89,1
1-com.appsministry.litres.book121180,5985,4414194,367245,113.0,2778.0,329.24,0.0,7104,1.19,0.03,0.0,30.7,1.47,1596.13,1
1-com.xdroid.halloween,2453,1611930,192577,60.0,1452.0,158.24,0.0,5652,0.98,0.0,0.0,0.01,0.74,979.15,1
1-com.webstudio.ringtoneloop,625,281566,103638,52.0,149.0,322.86,0.0,4252,1.02,0.03,0.0,9.66,0.39,307.27,1
1-com.thegamesofthd.SoccerWorldCup2014,818,366713,142063,60.0,149.0,337.44,0.0,4252,1.02,0.0,0.0,1.03,0.42,327.32,1
1-com.milkshake.maker.nuttyapps,835,359451,129081,60.0,209.5,288.77,0.0,5652,1.07,0.0,0.0,4.8,0.49,427.45,1
1-com.contussupport.setindia,822,358142,132196,60.0,150.0,308.15,0.0,5652,1.09,0.03,0.0,5.66,0.44,386.36,1
