apkNum,totalPkts,totalPktSize,totalDnsPkts,totalHttpPkts,totalHttpsPkts,totalTcpPkts,totalUdpPkts,totalPktsIn,totalBytesIn,totalPktsOut,totalBytesOut,PktSizeRatio,medPktsIn,medPktsOut,avgPktsIn,avgPktsOut,avgPktSize,maxOutPktSize,maxInPktSize,ratioNumPkts,minTimeOut,minTimeIn,avgNumpktFlowTCPIn,avgNumpktFlowUDPIn,avgSizepktFlowTCPIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgNumpktFlowUDPOut,avgSizepktFlowTCPOut,avgSizepktFlowUDPOut,Result
0-com.mechanicgames.Impossible.car.pcap,8,545,0,0,0,8,62,4,208,3,212,1.02,52,52,52,70.67,0.01,52,108,1.33,0.64,0,0.4,0.02,10.6,0.02,0.4,0.02,10.6,0.02,0
0-com.mechanicgames.Impossible.car.pcap,189,105311,6,6,0,183,68,97,10659,91,93891,8.81,52,1500,109.89,1031.77,0,1470,2410,1.07,0.08,0.32,0.78,0.17,92.62,0.17,0.74,0.17,825.75,0.17,0
0-com.meetappevent.vgr_moten.pcap,234,92585,14,0,0,220,14,128,17207,106,75378,4.38,52,335,134.43,711.11,0,1470,2305,1.21,0.03,0,0.48,0.07,80.86,0.07,0.43,0.07,428.91,0.07,0
0-com.meetappevent.vgr_moten.pcap,1745,1215240,17,0,0,1946,19,808,61974,936,1153193,18.61,52,1500,76.7,1232.04,0,1156,3753,0.86,0.11,0.12,0.71,0.06,51.16,0.06,1,0.06,1390.22,0.06,0
0-com.megaclip.subwaykidsrun.pcap,15167,12774981,46,0,0,15062,105,6613,546594,8554,12228387,22.37,64,1500,82.65,1429.55,0,4306,2959,0.77,0,0,0.63,0.03,52.96,4.06,0.98,0.01,1430.72,0.01,0
0-com.meihillman.qrbarcodescanner.pcap,790,516868,14,0,0,709,81,359,55443,431,461425,8.32,52,1470,154.44,1070.59,0,2888,2888,0.83,0.05,0,0.53,0.05,87.58,2.38,0.72,0.01,902.18,0.01,0
0-com.meitu.meiyancamera.pcap,308,85367,24,10,0,284,24,163,26206,145,59161,2.26,52,76,160.77,408.01,0,1470,2960,1.12,0,0,0.48,0.04,102.14,0.04,0.45,0.04,286.49,0.04,0
0-com.meitu.meiyancamera.pcap,12,504,0,0,0,12,24,5,224,6,240,1.07,40,40,44.8,40,0.02,52,40,0.83,0,0.07,0.09,0.04,0.09,0.04,0.09,0.04,0.09,0.04,0
0-com.membersgram.android.two.pcap,1033,832289,12,0,0,972,61,420,52376,617,780133,14.89,72,1448,124.7,1264.4,0,1470,2844,0.68,0,0,0.55,0.07,51.18,63.17,1.09,0.02,1541.05,0.02,0
0-com.membersgram.android.two.pcap,1026,672231,4,0,0,1818,179,443,78555,586,593798,7.56,52,1280,177.33,1013.31,0,1278,1500,0.76,0,0.01,0.56,0.08,41.45,36.51,0.98,0.01,1207.95,0.01,0
0-com.menghancurkanorangzalim.forextrandingonline.pcap,203,156467,0,0,0,191,12,76,13778,127,142689,10.36,52,1470,181.29,1123.54,0,2888,1470,0.6,0,0,0.61,0.08,62.97,0.08,1.32,0.08,1554.59,0.08,0
0-com.menghancurkanorangzalim.forextrandingonline.pcap,7,390,0,0,0,7,12,3,187,3,120,0.64,52,40,62.33,40,0.02,83,40,1,0.05,0,0.5,0.08,13.25,0.08,0.5,0.08,10.25,0.08,0
0-com.menghancurkanorangzalim.forextrandingonline.pcap,93,49105,4,1,0,89,16,40,36912,52,9305,0.25,208,52,922.8,178.94,0,5985,1015,0.77,0.06,0,0.47,0.25,620.75,0.25,0.78,0.25,128.68,0.25,0
0-com.MenShoesDesign.osasdev.pcap,277,185303,0,0,0,264,13,132,41599,145,143704,3.45,52,1470,315.14,991.06,0,5792,1470,0.91,0.05,0,0.5,0.08,80.91,0.08,0.63,0.08,729.22,0.08,0
0-com.mgc.Miami.ViceTown.pcap,10,597,2,0,0,8,2,7,438,3,159,0.36,60,40,62.57,53,0.02,83,79,2.33,0.38,0.38,0.33,0.5,8.83,0.5,0.33,0.5,6.83,0.5,0
0-com.mgc.Miami.ViceTown.pcap,8,430,0,0,0,8,2,3,187,4,160,0.86,52,40,62.33,40,0.02,83,40,0.75,0.05,0,0.5,0.5,13.25,0.5,0.75,0.5,20.25,0.5,0
0-com.miamiherald.droid.gatorsfootball.pcap,17,2150,8,0,0,9,4,14,2018,3,132,0.07,85.5,40,144.14,44,0.01,569,52,4.67,0.05,0,0.29,0.25,7.57,0.25,0.29,0.25,5.86,0.25,0
0-com.miketiu.radioespoircotedivoire.pcap,19436,13833815,174,37,0,17862,1574,8684,1034059,10752,12799756,12.38,52,1500,119.08,1190.45,0,4306,2960,0.81,0.11,0,0.39,0.02,52.05,1.9,0.57,0,727.5,0,0
0-com.milliongamesnew.impossiabletracks2019.pcap,11343,9079951,60,0,0,11226,116,4975,386259,6368,8693692,22.51,52,1500,77.64,1365.22,0,2868,2948,0.78,0.02,0,0.54,0.04,38.53,19.04,0.84,0.01,1192.18,0.01,0
0-com.miyapp.guide.StickWarLegacy.apps.pcap,221,164799,2,0,0,206,15,87,20862,134,143937,6.9,52,1470,239.79,1074.16,0,4252,2888,0.65,0,0.03,0.27,0.07,75.76,0.07,0.69,0.07,757.41,0.07,0
0-com.mmbox.browser.pcap,3386,2885727,32,1,0,796,2588,969,148051,2417,2737676,18.49,62,1278,152.79,1132.68,0,1480,2888,0.4,0.03,0,0.39,0.03,57.03,6.03,0.62,0,677.92,0,0
0-com.mmbox.browser.pcap,18,3714,2,0,0,812,2,8,2002,9,1647,0.82,81.5,81,250.25,183,0,1062,879,0.89,0,0,0.44,1,80.56,1,0.56,1,150.11,1,0
0-com.mmicoe.tractorextreme.pcap,1051,644720,16,0,0,819,232,478,97849,573,546871,5.59,52,1278,204.71,954.4,0,5844,2888,0.83,0,0.16,0.39,0.03,74.46,7.07,0.55,0,629.6,0,0
0-com.mmicoe.tractorextreme.pcap,164,72944,4,0,0,113,283,80,18631,83,54261,2.91,52,125,232.89,653.75,0,2888,1470,0.96,0.41,0.04,0.39,0.04,91.23,1.24,0.45,0.02,398.68,0.02,0
0-com.mmmobile.arnold.pcap,1466,1203556,8,0,0,1283,183,576,41885,890,1161671,27.73,52,1500,72.72,1305.25,0,1278,2948,0.65,0,0,0.42,0.01,34.23,0.34,0.87,0.01,1172.58,0.01,0
0-com.mobigames.cardstatus.pcap,252,182991,6,0,0,233,19,106,35237,146,147754,4.19,52,1470,332.42,1012.01,0,2888,2888,0.73,0.02,0,0.19,0.05,137.84,0.05,0.55,0.05,523.93,0.05,0
0-com.mobileapp.avon.pcap,65,15096,6,1,0,59,6,34,5541,31,9555,1.72,61,70,162.97,308.23,0,1351,1470,1.1,0,0,0.47,0.17,119.81,0.17,0.44,0.17,155,0.17,0
0-com.monojrai831.PRESS_TV_HISPAN_TV.pcap,435,236398,20,0,0,402,32,236,67185,199,169213,2.52,60,1278,284.68,850.32,0,2888,1470,1.19,0,0,0.37,0.03,180.97,0.03,0.39,0.03,347.97,0.03,0
0-com.monojrai831.PRESS_TV_HISPAN_TV.pcap,2,178,2,0,0,402,2,1,89,1,89,1,89,89,89,89,0.01,89,89,1,0,0,0.37,0.03,180.97,0.03,0.39,0.03,347.97,0.03,0
0-com.monotype.android.font.lisafontsbooth.bigfontsfree.pcap,245,179989,2,0,0,231,14,99,34585,146,145404,4.2,52,1470,349.34,995.92,0,4306,2888,0.68,0.02,0,0.29,0.07,109.77,0.07,0.65,0.07,704.16,0.07,0
0-com.monotype.android.font.lisafontsbooth.bigfontsfree.pcap,35,13925,2,0,0,33,16,16,10523,18,3319,0.32,599.5,52,657.69,184.39,0,1470,1185,0.89,0.05,0,0.69,0.5,733.31,0.5,0.92,0.5,214.62,0.5,0
0-com.morxmob.newcameranine.pcap,29,11832,2,0,0,27,2,15,2636,14,9196,3.49,52,596,175.73,656.86,0,1291,1452,1.07,0.02,0,0.62,0.5,72.77,0.5,0.62,0.5,600.23,0.5,0
0-com.moss.mussayyabamin.nailartdesigns.pcap,219,169939,0,0,0,207,12,86,25393,133,144546,5.69,52,1470,295.27,1086.81,0,2888,2888,0.65,0.05,0,0.23,0.08,102.74,0.08,0.61,0.08,683.61,0.08,0
0-com.mousecity.faraway.pcap,12509,11002748,44,0,0,12425,84,5104,400198,7405,10602550,26.49,64,1500,78.41,1431.81,0,1470,2960,0.69,0.03,0,0.39,0.02,30.17,4.02,0.8,0.01,1171.31,0.01,0
0-com.mozn.droop.provider.pcap,787,518987,14,2,0,773,14,360,53795,427,465192,8.65,52,1500,149.43,1089.44,0,1470,2133,0.84,0.03,0,0.5,0.07,74.05,0.07,0.77,0.07,974.41,0.07,0
0-com.mozn.droop.provider.pcap,3,175,0,0,0,3,14,1,52,1,40,0.77,52,40,52,40,0.02,52,40,1,0.03,0,0.5,0.07,0.5,0.07,0.5,0.07,0.5,0.07,0
0-com.mp.bumpercarsblockydestruction.pcap,288,78101,14,0,0,245,43,162,27124,126,50977,1.88,60,90,167.43,404.58,0,1470,2888,1.29,0,0,0.27,0.05,50.93,3.67,0.32,0.02,231.1,0.02,0
0-com.msf.kotak.beta.pcap,196,52159,14,0,0,182,14,100,17154,96,35005,2.04,60,79,171.54,364.64,0,1470,2948,1.04,0,0,0.26,0.07,45.25,0.07,0.35,0.07,201.54,0.07,0
0-com.mtrasymposiumusz.app.pcap,10,666,0,0,0,10,0,6,312,4,354,1.13,52,125,52,88.5,0.02,52,125,1.5,0,0.08,0.1,0.07,0.1,0.07,0.1,0.07,0.1,0.07,0
0-com.music.rai.yatik.pcap,52,23366,0,0,0,52,0,27,14060,25,9306,0.66,83,52,520.74,372.24,0,2888,1470,1.08,0.05,0,0.64,0.07,361.56,0.07,0.52,0.07,215.44,0.07,0
0-com.musti.sario.main.pcap,157,50077,8,0,0,149,8,93,10836,70,39775,3.67,52,89,116.52,568.21,0,1151,2852,1.33,0,0,0.51,0.12,84.29,0.12,0.38,0.12,447.1,0.12,0
0-com.musti.sario.main.pcap,5,338,2,0,0,152,2,4,249,1,89,0.36,74.5,89,62.25,89,0.01,89,89,4,0,0,1,1,20.5,1,0.5,1,0.5,1,0
0-com.mygoalgames.multilevelcarparkingsimulatorgames.pcap,1876,1036231,30,15,0,1832,44,874,150597,1002,885634,5.88,52,1450,172.31,883.87,0,4306,2948,0.87,0.03,0,0.44,0.02,81.48,0.02,0.64,0.02,737.45,0.02,0
0-com.mygoalgames.multilevelcarparkingsimulatorgames.pcap,576,232680,10,8,0,2398,10,285,60736,290,171870,2.83,52,276,213.11,592.66,0,4306,1500,0.98,0.03,0.03,0.32,0.11,90.18,0.11,0.43,0.11,378.93,0.11,0
0-com.narvii.amino.x91.pcap,436,116628,34,17,0,402,34,232,38094,204,78534,2.06,52,77.5,164.2,384.97,0,1470,2888,1.14,0.02,0,0.33,0.03,76.24,0.03,0.32,0.03,224.82,0.03,0
0-com.natureSounds.relaxing.yoga.sleep.timer.pcap,509,356668,4,0,0,462,47,214,174545,295,182123,1.04,165.5,60,815.63,617.37,0,5724,2888,0.73,0.03,0,0.71,0.14,897.52,52.83,1.21,0.02,675.42,0.02,0
0-com.navitime.local.navitime.pcap,338,118173,20,0,0,318,20,168,43677,170,74496,1.71,52,81,259.98,438.21,0,2960,2948,0.99,0,0,0.51,0.05,141.64,0.05,0.61,0.05,382.31,0.05,0
0-com.naxeex.alien.war.the.last.day.pcap,4445,3710008,22,0,0,4335,110,1912,204487,2533,3505521,17.14,52,1500,106.95,1383.94,0,5652,2948,0.75,0.05,0,0.84,0.08,76.96,36.42,1.28,0.01,1840.21,0.01,0
0-com.neumann.everestbaccaratkingdom.pcap,62,17816,8,1,0,54,8,34,5310,28,12506,2.36,60,111,156.18,446.64,0,877,1470,1.21,0,0,0.29,0.12,47.03,0.12,0.31,0.12,228.86,0.12,0
0-com.neuroescuela.SmoothRadioLondonUKFreeStationOnline.pcap,2697,1970184,12,1,0,2526,171,1270,87545,1427,1882639,21.5,40,1500,68.93,1319.3,0,2888,2960,0.89,0,0,0.88,0.01,49.83,0.36,1,0.01,1390.71,0.01,0
0-com.nexelon.realmonsterfishing2018.pcap,181,58153,6,0,0,175,6,94,21076,87,37077,1.76,52,60,224.21,426.17,0,1470,2812,1.08,0.02,0,0.23,0.17,55.89,0.17,0.3,0.17,233.75,0.17,0
0-com.next.babyphotomontage.pcap,328,230853,6,3,0,310,18,134,28868,194,201985,7,52,1452,215.43,1041.16,0,4252,1500,0.69,0.05,0,0.36,0.06,99.17,0.06,0.79,0.06,951.5,0.06,0
0-com.nextar.felipepigna.pcap,2207,1601318,4,23,0,2203,4,1054,87606,1153,1513712,17.28,52,1500,83.12,1312.85,0,613,2948,0.91,0,0,0.52,0.25,45.6,0.25,0.66,0.25,901.84,0.25,0
0-com.nextar.felipepigna.pcap,511,357444,8,5,0,105,410,173,33192,337,324192,9.77,61,1278,191.86,961.99,0,1278,2948,0.51,0.12,0.78,0.41,0.03,86.84,1.64,0.41,0,218.84,0,0
0-com.nexttechgamesstudio.voxefy.color.by.number.sandbox.number.coloring.book.pcap,474,189005,8,0,0,305,169,236,132652,238,56353,0.42,102,55,562.08,236.78,0,4252,1470,0.99,0.03,0,0.54,0.06,541.97,41.56,0.59,0.01,143.09,0.01,0
0-com.nikita.lubimov.stylish.winter.hats.pcap,6031,4877989,34,8,0,5997,34,2663,276391,3368,4601598,16.65,64,1500,103.79,1366.27,0,6380,2948,0.79,0.02,0,0.92,0.03,87.43,0.03,1.31,0.03,1870.26,0.03,0
0-com.nineyi.shop.s000011.pcap,348,109482,10,3,0,338,10,185,30822,163,78660,2.55,52,79,166.61,482.58,0,1480,2948,1.13,0.02,0,0.29,0.1,44.39,0.1,0.31,0.1,201.53,0.1,0
0-com.no.examchecker.pcap,5,418,5,0,0,0,5,5,418,4,356,0.85,89,89,83.6,89,0.01,89,89,1.25,0,0,0.29,0.1,44.39,0.1,0.31,0.1,201.53,0.1,0
0-com.no.examchecker.pcap,97,24644,7,0,0,90,7,51,9212,47,16138,1.75,64,91,180.63,343.36,0,1163,2888,1.09,0.05,0,0.69,0.17,115.31,0.17,0.67,0.17,319.51,0.17,0
0-com.nonvegjokesinhindi.newedition.pcap,585,458537,2,6,0,583,2,240,17371,345,441166,25.4,52,1500,72.38,1278.74,0,569,2948,0.7,0,0,0.79,0.5,67.12,0.5,1.43,0.5,2068.55,0.5,0
0-com.nonvegjokesinhindi.newedition.pcap,601,513497,0,4,0,601,2,236,16185,364,497260,30.72,52,1500,68.58,1366.1,0,569,2948,0.65,0.04,0.04,1.7,0.5,113.06,0.5,3.04,0.5,4451.02,0.5,0
0-com.nonvegjokesinhindi.newedition.pcap,10,593,0,0,0,10,2,5,260,4,281,1.08,52,88.5,52,70.25,0.02,52,125,1.25,0.18,0.04,0.11,0.5,0.11,0.5,0.11,0.5,0.11,0.5,0
0-com.novagecko.memedroid.pcap,2060,1385042,42,19,0,1953,107,963,87309,1097,1297733,14.86,52,1500,90.66,1182.98,0,2888,2960,0.88,0,0,0.46,0.02,43.17,5.23,0.63,0.01,849.04,0.01,0
0-com.nowbiketaxidelivery.client.pcap,48,13796,6,0,0,22,26,27,8139,21,5657,0.7,61,103,301.44,269.38,0,1278,1278,1.29,0.02,0,0.27,0.17,51.07,11.52,0.33,0.04,116.2,0.04,0
0-com.nowbiketaxidelivery.client.pcap,3,175,0,0,0,3,26,1,52,1,40,0.77,52,40,52,40,0.02,52,40,1,0.05,0,0.5,0.17,0.5,11.52,0.5,0.04,0.5,0.04,0
0-com.nowbiketaxidelivery.client.pcap,5257,5425198,12,0,0,18,5242,963,125042,4293,5298878,42.38,65,1278,129.85,1234.31,0,1278,1278,0.22,0.07,0.01,0.44,0.02,17.44,3.26,0.44,0,129.11,0,0
0-com.nowbiketaxidelivery.client.pcap,8,423,0,0,0,8,5242,3,187,4,160,0.86,52,40,62.33,40,0.02,83,40,0.75,0.05,0,0.5,0.02,13.25,3.26,0.75,0,20.25,0,0
0-com.nowbiketaxidelivery.client.pcap,80,54390,0,0,0,8,80,45,41218,34,11894,0.29,1278,55,915.96,349.82,0,1278,1278,1.32,0.11,0,0.5,0.02,13.25,3.26,0.75,0,20.25,0,0
0-com.ofthedaywidget.jokes.pcap,43,8793,4,1,0,39,4,24,2637,19,6156,2.33,52,84,109.88,324,0,598,2326,1.26,0.05,0,0.21,0.25,15.79,0.25,0.21,0.25,151.45,0.25,0
0-com.ollywer.slagalica2.pcap,305,195092,7,0,0,286,19,127,37712,178,157380,4.17,52,1451,296.94,884.16,0,4306,1470,0.71,0,0,0.33,0.05,119.31,0.05,0.7,0.05,688.38,0.05,0
0-com.om.jurassic.dinosaurs.battle.pcap,30,11827,2,0,0,28,2,16,4613,14,7214,1.56,62,222.5,288.31,515.29,0,1470,1470,1.14,0,0,0.69,0.5,190.77,0.5,0.62,0.5,505.46,0.5,0
0-com.om.jurassic.dinosaurs.battle.pcap,5,310,0,0,0,5,2,3,187,1,40,0.21,52,40,62.33,40,0.02,83,40,3,0.53,0,1.5,0.5,68,0.5,0.5,0.5,0.5,0.5,0
0-com.om.jurassic.dinosaurs.battle.pcap,2295,1056493,42,1,0,1946,354,1175,193160,1119,863270,4.47,52,782,164.39,771.47,0,2888,2888,1.05,0.01,1,0.28,0.04,39.37,11.22,0.34,0,356.62,0,0
0-com.omerfaruk.sweetycandymatchgame.pcap,8200,7291745,30,0,0,8114,86,3290,276987,4910,7014758,25.33,64,1500,84.19,1428.67,0,1470,2948,0.67,0.04,0,0.53,0.02,47.22,0.73,1.04,0.01,1532.29,0.01,0
0-com.omerfaruk.sweetycandymatchgame.pcap,4931,4579590,0,0,0,4931,86,1944,133948,2986,4444182,33.18,64,1500,68.9,1488.34,0,1470,2948,0.65,0,0.06,0.76,0.02,53.69,0.73,1.45,0.01,2158.18,0.01,0
0-com.oneapps.easter.photo.frames.pcap,315,203629,14,0,0,289,26,135,32193,180,171436,5.33,52,1432,238.47,952.42,0,2852,1470,0.75,0,0,0.31,0.04,102.59,0.04,0.57,0.04,645.61,0.04,0
0-com.oohlala.landmark.pcap,9170,8379536,10,7,0,9160,10,3429,175575,5741,8203961,46.73,40,1472,51.2,1429.01,0,1452,2904,0.6,0,0,0.26,0.1,14.23,0.1,0.79,0.1,1139.52,0.1,0
0-com.oohlala.rochesterc.pcap,183,47234,4,0,0,179,4,91,12602,92,34632,2.75,52,110.5,138.48,376.43,0,1470,1500,0.99,0,0,0.2,0.25,34.47,0.25,0.29,0.25,133.24,0.25,0
0-com.opera.browser.beta.pcap,789,368416,30,4,0,759,30,498,188260,521,320879,1.7,52,127,378.03,615.89,0,1500,2948,0.96,0,0,0.53,0.03,250.78,0.03,0.66,0.03,504.74,0.03,0
0-com.optoma.hdcastpro.pcap,79,40885,0,0,0,19,60,41,13697,38,27188,1.98,69,901,334.07,715.47,0,1278,1470,1.08,0.05,0,0.6,0.09,85.2,48.41,0.5,0.02,501.2,0.02,0
0-com.orchestra.keetiz.pcap,439,210459,20,0,0,346,93,211,46197,228,164262,3.56,52,450,218.94,720.45,0,1278,2148,0.93,0,0,0.19,0.06,23.59,39.62,0.38,0.01,402.71,0.01,0
0-com.oreka.jetvrfighter.pcap,139,42983,6,0,0,104,35,70,15414,69,27569,1.79,61,87,220.2,399.55,0,1470,1500,1.01,0.05,0,0.48,0.03,81.15,0.03,0.56,0.03,406.98,0.03,0
0-com.ounsystms.ChansonIslamique.pcap,314,210942,2,0,0,299,15,132,47558,182,163384,3.44,52,1470,360.29,897.71,0,4306,2888,0.73,0.05,0,0.54,0.07,178.42,0.07,0.93,0.07,967.26,0.07,0
0-com.ounsystms.ChansonIslamique.pcap,4,264,0,0,0,4,15,3,188,3,188,1,52,52,62.67,62.67,0.02,84,84,1,0,0,1,0.07,42.5,0.07,1,0.07,42.5,0.07,0
0-com.ovilex.trainsimulator2015.pcap,9916,8266447,48,2,0,9464,452,4264,419302,5652,7847145,18.71,64,1500,98.34,1388.38,0,1470,2948,0.75,0.04,0,0.62,0.07,46.24,64.52,1.01,0,1483.71,0,0
0-com.ovilex.trainsimulator2015.pcap,18,3663,2,0,0,9480,2,8,2048,9,1550,0.76,81.5,81,256,172.22,0,1108,776,0.89,0,0,0.44,1,80.56,1,0.56,1,139.33,1,0
0-com.ozger.pisti.pcap,1051,687916,16,0,0,566,485,415,65856,636,622060,9.45,62,1260,158.69,978.08,0,2888,2812,0.65,0.8,0.8,0.44,0.05,66.8,4.36,0.75,0,826.75,0,0
0-com.ozger.pisti.pcap,29,12990,2,0,0,593,2,12,2154,16,10771,5,64,375.5,179.5,673.19,0,1048,2888,0.75,0.03,0.03,0.33,1,99.67,1,0.6,1,479.2,1,0
0-com.ozger.pisti.pcap,74,36099,0,0,0,28,48,32,8801,41,25866,2.94,63,716,275.03,630.88,0,2812,1260,0.78,0.05,0,0.16,0.07,50.68,2.84,0.37,0.02,127.95,0.02,0
0-com.pacificmagazines.bridetobe.pcap,139,43597,4,16,0,135,4,87,13269,52,30328,2.29,52,262,152.52,583.23,0,502,1500,1.67,0.03,0,0.18,0.25,66.26,0.25,0.06,0.25,54.53,0.25,0
0-com.palava.pcma.pcap,178,112495,8,0,0,170,8,77,22344,101,90151,4.03,52,1470,290.18,892.58,0,1470,2098,0.76,0.02,0,0.24,0.12,169.74,0.12,0.54,0.12,500.93,0.12,0
0-com.PaperQuilling.Wiscarini.pcap,606,383386,8,0,0,301,305,269,112842,337,270544,2.4,63,1278,419.49,802.8,0,4306,1470,0.8,0,0,0.33,0.14,91.59,103.51,0.72,0,747.99,0,0
0-com.parking2018.adir8prk.pcap,4419,3867496,26,0,0,4393,26,1777,153367,2642,3714129,24.22,52,1500,86.31,1405.8,0,2852,2948,0.67,0,0.77,1.3,0.04,111.47,0.04,2.23,0.04,3237.48,0.04,0
0-com.parramon.abs.pcap,2,104,0,0,0,2,0,1,52,1,52,1,52,52,52,52,0.02,52,52,1,0,0.09,0.5,0.04,0.5,0.04,0.5,0.04,0.5,0.04,0
0-com.perkourmap.mapsforminecraft.pcap,1053,650625,8,0,0,946,107,501,306423,552,344202,1.12,61,105.5,611.62,623.55,0,2888,4148,0.91,0,0,0.66,0.06,566.53,4.46,0.81,0.01,591.83,0.01,0
0-com.photokindle.Newspaper.Photo.Frames.pcap,653,329641,10,0,0,618,26,331,93531,438,286183,3.06,52,196,282.57,653.39,0,2888,2888,0.76,0,0,0.4,0.04,181.81,0.04,0.56,0.04,425.49,0.04,0
0-com.physicsformulasymbols.yosaapps.pcap,212,167010,2,0,0,198,14,83,24804,129,142206,5.73,52,1470,298.84,1102.37,0,2888,1470,0.64,0,0,0.32,0.07,133.26,0.07,0.72,0.07,874.14,0.07,0
0-com.physicsformulasymbols.yosaapps.pcap,30,12877,0,0,0,30,14,13,2190,16,10627,4.85,64,375,168.46,664.19,0,1016,2888,0.81,0.05,0.05,0.5,0.07,111.93,0.07,0.71,0.07,611.07,0.07,0
0-com.pickeos.gotolightsetup.pcap,536,321734,18,0,0,193,343,218,39510,318,282224,7.14,61,1278,181.24,887.5,0,1278,1470,0.69,0.03,0.03,0.4,0.03,53.24,5.29,0.41,0,396.27,0,0
0-com.pikasapps.chopperwallpapershd.pcap,330,200258,8,0,0,207,123,142,45590,188,154668,3.39,61,1278,321.06,822.7,0,2888,1470,0.76,0,0.04,0.36,0.03,76.66,29.05,0.86,0.01,996.43,0.01,0
0-com.playshoo.texaspoker.balkan.hd.pcap,458,264579,18,4,0,440,18,234,25338,224,239241,9.44,52,1480,108.28,1068.04,0,1470,2888,1.04,0,0,0.71,0.06,65.75,0.06,0.79,0.06,1018.99,0.06,0
0-com.playshoo.texaspoker.balkan.hd.pcap,18,3731,2,0,0,456,2,8,2031,9,1635,0.81,81.5,81,253.88,181.67,0,1091,917,0.89,0.02,0.03,0.44,1,80.56,1,0.56,1,148.78,1,0
0-com.polkholpost.pcap,2016,768908,24,173,0,1992,24,982,150629,1034,618279,4.1,60,60,153.39,597.95,0,747,2888,0.95,0,0,0.15,0.04,35.87,0.04,0.16,0.04,193.71,0.04,0
0-com.pooandplay.worldbossbattlerush.pcap,406,251676,16,0,0,377,28,184,42511,223,209253,4.92,52,1452,231.04,938.35,0,2852,2888,0.83,0,0,0.47,0.04,146.95,0.04,0.71,0.04,783.57,0.04,0
0-com.pororocadventures.therebits.pcap,5214,4832736,28,0,0,875,4339,1279,238122,3935,4594614,19.3,61,1278,186.18,1167.63,0,4306,1470,0.33,0,0.02,0.5,0.02,71.38,4.78,0.72,0,881.08,0,0
0-com.pororocadventures.therebits.pcap,117,83523,0,0,0,2,4454,43,7602,73,75869,9.98,61,1278,176.79,1039.3,0,1274,1278,0.59,0.8,0.04,1,0.03,1,1.09,1,0.01,1,0.01,0
0-com.prayallah.kaswatalkouloub.pcap,5267,4492561,22,0,0,4976,291,2037,195433,3230,4297128,21.99,52,1448,95.94,1330.38,0,2888,2888,0.63,0,0,0.37,0.04,29.73,9.37,0.83,0,1167.51,0,0
0-com.primbonartikedutantulangkeringlengkap.kumpulanprimbonterlengkap.primbondevapps.mesotheliomalawfirm.pcap,270,187037,2,0,0,256,14,112,39071,158,147966,3.79,52,1470,348.85,936.49,0,4306,2888,0.71,0,0,0.38,0.07,190.02,0.07,0.72,0.07,703.95,0.07,0
0-com.prime.studio.apps.route.finder.map.pcap,773,474933,20,7,0,741,32,357,50607,416,424326,8.38,52,1450,141.76,1020.01,0,2888,2888,0.86,0,0,0.38,0.03,51.19,0.03,0.65,0.03,771.53,0.03,0
0-com.prime.studio.apps.route.finder.map.pcap,8,416,0,0,0,8,32,3,156,4,184,1.18,52,52,52,46,0.02,52,52,0.75,0.05,0,0.17,0.03,0.17,0.03,0.33,0.03,6.83,0.03,0
0-com.prineside.tdi.pcap,21,4659,0,0,0,0,21,11,2717,10,1942,0.71,63,55.5,247,194.2,0,1274,934,1.1,0.05,0,0.17,0.03,0.17,0.03,0.33,0.03,6.83,0.03,0
0-com.printklub.polabox.pcap,352,112878,20,0,0,332,20,185,28082,167,84796,3.02,52,103,151.79,507.76,0,1432,2900,1.11,0.02,0,0.28,0.05,43.88,0.05,0.29,0.05,259.58,0.05,0
0-com.promineo.garfieldfoodtruck.pcap,693,365289,20,0,0,583,110,324,67479,369,297810,4.41,52,914,208.27,807.07,0,1500,2888,0.88,0,0,0.29,0.06,69.12,17.93,0.44,0.01,472.08,0.01,0
0-com.promineo.garfieldfoodtruck.pcap,18,3745,2,0,0,599,2,8,2040,9,1640,0.8,81.5,81,255,182.22,0,1100,836,0.89,0.02,0.02,0.44,1,80.56,1,0.56,1,149.33,1,0
0-com.PronunciationguideforallpropernounsintheBible.pcap,2,104,0,0,0,2,0,1,52,1,52,1,52,52,52,52,0.02,52,52,1,0,0.04,0.5,1,0.5,1,0.5,1,0.5,1,0
0-com.quick.world.news.pcap,133991,114015746,170,67,0,133577,414,56271,4002545,77720,110013201,27.49,52,1500,71.13,1415.51,0,7052,2960,0.72,0.02,0,0.2,0.01,13.31,1.92,0.34,0,489.27,0,0
0-com.quickseries.McClainOK.pcap,58,8111,8,5,0,50,8,31,4105,27,4006,0.98,60,60,132.42,148.37,0.01,538,624,1.15,0,0,0.24,0.12,82.24,0.12,0.33,0.12,79.3,0.12,0
0-com.qweapp.resepgadogado.pcap,353,215215,10,8,0,330,23,150,55923,203,159292,2.85,52,928,372.82,784.69,0,4252,1470,0.74,0.52,0,0.24,0.04,141.53,0.04,0.5,0.04,437.21,0.04,0
